Date,Site.ID,Daily.Max.1.hour.NO2.Concentration
12/21/2021,360810125,33.5
12/22/2021,360810125,30.1
12/23/2021,360810125,28.2
12/24/2021,360810125,25.8
12/25/2021,360810125,26.5
12/26/2021,360810125,14.6
12/27/2021,360810125,26
12/28/2021,360810125,29.5
12/30/2021,360810125,24.8
1/1/2023,360810124,38.8
1/2/2023,360810124,38.6
1/3/2023,360810124,42.1
1/4/2023,360810124,30.9
1/5/2023,360810124,19
1/6/2023,360810124,28.5
1/7/2023,360810124,19.6
1/8/2023,360810124,30.5
1/9/2023,360810124,31.3
1/10/2023,360810124,25.9
1/11/2023,360810124,33
1/12/2023,360810124,34.4
1/13/2023,360810124,19.2
1/14/2023,360810124,9.3
1/15/2023,360810124,11.6
1/16/2023,360810124,24.7
1/17/2023,360810124,55.6
1/18/2023,360810124,38.9
1/19/2023,360810124,26.4
1/20/2023,360810124,28.8
1/21/2023,360810124,12.7
1/22/2023,360810124,20.4
1/23/2023,360810124,25.1
1/24/2023,360810124,20
1/25/2023,360810124,38.9
1/26/2023,360810124,20.4
1/27/2023,360810124,33.3
1/28/2023,360810124,43.2
1/29/2023,360810124,44.3
1/30/2023,360810124,44.9
2/1/2023,360810124,22.4
2/2/2023,360810124,45.5
2/3/2023,360810124,30.7
2/4/2023,360810124,24.6
2/5/2023,360810124,55.9
2/6/2023,360810124,52.8
2/7/2023,360810124,29.6
2/8/2023,360810124,43.4
2/9/2023,360810124,70.4
2/10/2023,360810124,48.7
2/11/2023,360810124,43.8
2/12/2023,360810124,48.8
2/13/2023,360810124,23.8
2/14/2023,360810124,47.3
2/15/2023,360810124,52.5
2/16/2023,360810124,56.7
2/17/2023,360810124,34.5
2/18/2023,360810124,28.6
2/19/2023,360810124,47.3
2/20/2023,360810124,54.4
2/21/2023,360810124,37.7
2/22/2023,360810124,31.3
2/23/2023,360810124,20
2/24/2023,360810124,27.2
2/25/2023,360810124,35.7
2/26/2023,360810124,48.4
2/27/2023,360810124,30.6
3/1/2023,360810124,45.7
3/2/2023,360810124,50.6
3/3/2023,360810124,43.8
3/4/2023,360810124,17.1
3/5/2023,360810124,13.9
3/6/2023,360810124,22.3
3/7/2023,360810124,25.2
3/8/2023,360810124,16.2
3/9/2023,360810124,22.8
3/10/2023,360810124,22.3
3/11/2023,360810124,17.1
3/12/2023,360810124,16.4
3/13/2023,360810124,27
3/14/2023,360810124,14.5
3/15/2023,360810124,12
3/16/2023,360810124,57.3
3/17/2023,360810124,50
3/18/2023,360810124,27
3/19/2023,360810124,25.7
3/20/2023,360810124,47.3
3/21/2023,360810124,54.4
3/22/2023,360810124,57.9
3/23/2023,360810124,39.3
3/24/2023,360810124,48.9
3/25/2023,360810124,13.8
3/26/2023,360810124,37.4
3/27/2023,360810124,55.7
3/28/2023,360810124,26.4
3/29/2023,360810124,27.7
3/30/2023,360810124,29.5
4/1/2023,360810124,25.3
4/2/2023,360810124,12.6
4/3/2023,360810124,33.4
4/4/2023,360810124,38.6
4/5/2023,360810124,14.5
4/6/2023,360810124,30.4
4/7/2023,360810124,11.5
4/8/2023,360810124,26.3
4/9/2023,360810124,44.2
4/10/2023,360810124,44.5
4/11/2023,360810124,45.6
4/12/2023,360810124,43.3
4/13/2023,360810124,49.4
4/14/2023,360810124,44.4
4/15/2023,360810124,23
4/16/2023,360810124,13.7
4/17/2023,360810124,21.4
4/18/2023,360810124,14.6
4/19/2023,360810124,25.7
4/20/2023,360810124,28.5
4/21/2023,360810124,40
4/22/2023,360810124,8.5
4/23/2023,360810124,10.7
4/24/2023,360810124,22.5
4/25/2023,360810124,33.9
4/26/2023,360810124,35.1
4/27/2023,360810124,21.1
4/28/2023,360810124,17.6
4/29/2023,360810124,8
5/1/2023,360810124,16
5/2/2023,360810124,30.2
5/3/2023,360810124,19.2
5/5/2023,360810124,34.6
5/6/2023,360810124,47.1
5/7/2023,360810124,27.1
5/8/2023,360810124,19.5
5/9/2023,360810124,22
5/10/2023,360810124,32.3
5/11/2023,360810124,44.2
5/12/2023,360810124,41
5/13/2023,360810124,32
5/14/2023,360810124,12.8
5/15/2023,360810124,27.5
5/16/2023,360810124,27.5
5/17/2023,360810124,14.6
5/18/2023,360810124,19.8
5/19/2023,360810124,14.6
5/20/2023,360810124,22.2
5/21/2023,360810124,26.9
5/22/2023,360810124,27.9
5/23/2023,360810124,11.5
5/24/2023,360810124,31
5/25/2023,360810124,9.8
5/26/2023,360810124,22.5
5/27/2023,360810124,25
5/28/2023,360810124,19.3
5/29/2023,360810124,26.7
5/30/2023,360810124,6.9
6/1/2023,360810124,34.9
6/7/2023,360810124,18.6
6/8/2023,360810124,36.1
6/9/2023,360810124,22.6
6/10/2023,360810124,22.7
6/11/2023,360810124,33.2
6/12/2023,360810124,10.6
6/13/2023,360810124,25.7
6/14/2023,360810124,18.9
6/15/2023,360810124,15.9
6/16/2023,360810124,37.1
6/17/2023,360810124,12.6
6/18/2023,360810124,47
6/19/2023,360810124,28.1
6/20/2023,360810124,8.8
6/21/2023,360810124,4.9
6/22/2023,360810124,14.5
6/23/2023,360810124,14.3
6/24/2023,360810124,30.4
6/25/2023,360810124,33.2
6/26/2023,360810124,20.2
6/27/2023,360810124,17.9
6/28/2023,360810124,37.7
6/29/2023,360810124,29.6
6/30/2023,360810124,38.3
7/1/2023,360810124,32
7/2/2023,360810124,18.4
7/3/2023,360810124,16.3
7/4/2023,360810124,36.8
7/5/2023,360810124,25.4
7/6/2023,360810124,31.9
7/7/2023,360810124,12.7
7/8/2023,360810124,15.1
7/9/2023,360810124,15
7/10/2023,360810124,22.2
7/11/2023,360810124,29.2
7/12/2023,360810124,36.1
7/13/2023,360810124,19
7/14/2023,360810124,15.3
7/15/2023,360810124,27.4
7/16/2023,360810124,23.4
7/17/2023,360810124,22
7/18/2023,360810124,26.3
7/19/2023,360810124,32.1
7/20/2023,360810124,27.8
7/21/2023,360810124,13.1
7/22/2023,360810124,25.5
7/23/2023,360810124,25.2
7/24/2023,360810124,25
7/25/2023,360810124,20.8
7/26/2023,360810124,33.2
7/28/2023,360810124,35.4
7/29/2023,360810124,13.3
7/30/2023,360810124,16.4
8/1/2023,360810124,12
8/2/2023,360810124,14.8
8/3/2023,360810124,21.6
8/4/2023,360810124,9
8/5/2023,360810124,13.2
8/6/2023,360810124,11.4
8/7/2023,360810124,7.3
8/8/2023,360810124,13.2
8/9/2023,360810124,19.2
8/10/2023,360810124,32.3
8/11/2023,360810124,36.3
8/12/2023,360810124,21
8/13/2023,360810124,15.6
8/14/2023,360810124,27.4
8/15/2023,360810124,16.9
8/16/2023,360810124,12.9
8/17/2023,360810124,11.9
8/18/2023,360810124,11.2
8/19/2023,360810124,14.9
8/20/2023,360810124,25.7
8/21/2023,360810124,39.5
8/22/2023,360810124,10.5
8/23/2023,360810124,10.8
8/24/2023,360810124,12.9
8/25/2023,360810124,29.3
8/26/2023,360810124,29.5
8/27/2023,360810124,17.4
8/28/2023,360810124,11.2
8/29/2023,360810124,13.1
8/30/2023,360810124,14.4
9/1/2023,360810124,13.4
9/2/2023,360810124,19.9
9/3/2023,360810124,20.9
9/4/2023,360810124,33.8
9/5/2023,360810124,38.6
9/6/2023,360810124,64.6
9/7/2023,360810124,45.1
9/8/2023,360810124,28.3
9/9/2023,360810124,11.8
9/10/2023,360810124,27.2
9/11/2023,360810124,23.6
9/12/2023,360810124,20.2
9/13/2023,360810124,21.6
9/14/2023,360810124,19.9
9/15/2023,360810124,7.7
9/16/2023,360810124,9.9
9/17/2023,360810124,18
9/18/2023,360810124,22.5
9/19/2023,360810124,13.1
9/20/2023,360810124,30.8
9/21/2023,360810124,31.7
9/22/2023,360810124,27.5
9/23/2023,360810124,2.2
9/24/2023,360810124,5.4
9/25/2023,360810124,3.9
9/26/2023,360810124,16.9
9/27/2023,360810124,16
9/28/2023,360810124,11.5
9/29/2023,360810124,6.9
10/1/2023,360810124,20.6
10/2/2023,360810124,35.5
10/3/2023,360810124,42.4
10/4/2023,360810124,42.6
10/5/2023,360810124,33.9
10/6/2023,360810124,9.9
10/7/2023,360810124,6.8
10/8/2023,360810124,6.9
10/9/2023,360810124,28.6
10/10/2023,360810124,35.8
10/11/2023,360810124,43.1
10/12/2023,360810124,54.1
10/13/2023,360810124,20.1
10/14/2023,360810124,18
10/15/2023,360810124,7
10/16/2023,360810124,25.2
10/17/2023,360810124,25.2
10/18/2023,360810124,32.1
10/19/2023,360810124,28.5
10/20/2023,360810124,18.5
10/21/2023,360810124,25.4
10/22/2023,360810124,8.5
10/23/2023,360810124,32.4
10/24/2023,360810124,25.7
10/25/2023,360810124,37.5
10/26/2023,360810124,44.4
10/27/2023,360810124,40.8
10/28/2023,360810124,30.2
10/29/2023,360810124,5.2
10/30/2023,360810124,26.3
11/1/2023,360810124,16.5
11/2/2023,360810124,28.7
11/3/2023,360810124,36.1
11/4/2023,360810124,40.9
11/5/2023,360810124,49.3
11/6/2023,360810124,22.9
11/7/2023,360810124,42.8
11/8/2023,360810124,20.6
11/9/2023,360810124,37
11/10/2023,360810124,29.1
11/11/2023,360810124,27.7
11/12/2023,360810124,21
11/13/2023,360810124,40.7
11/14/2023,360810124,34.8
11/15/2023,360810124,28.9
11/16/2023,360810124,42.9
11/17/2023,360810124,43.2
11/18/2023,360810124,30
11/19/2023,360810124,33.3
11/20/2023,360810124,27.6
11/21/2023,360810124,22.3
11/22/2023,360810124,28.8
11/23/2023,360810124,28.9
11/24/2023,360810124,10.7
11/25/2023,360810124,43.5
11/26/2023,360810124,43.3
11/27/2023,360810124,25.8
11/28/2023,360810124,15.6
11/29/2023,360810124,26.3
12/1/2023,360810124,41
12/2/2023,360810124,31.5
12/3/2023,360810124,22
12/4/2023,360810124,30.5
12/5/2023,360810124,20.2
12/6/2023,360810124,21
12/7/2023,360810124,32.8
12/8/2023,360810124,52.1
12/9/2023,360810124,44.5
12/10/2023,360810124,42.5
12/11/2023,360810124,15.8
12/12/2023,360810124,34
12/13/2023,360810124,33
12/14/2023,360810124,33.9
12/15/2023,360810124,45.4
12/16/2023,360810124,39.6
12/19/2023,360810124,20.7
12/20/2023,360810124,26.7
12/21/2023,360810124,24.9
12/22/2023,360810124,49.4
12/23/2023,360810124,42.8
12/24/2023,360810124,41.9
12/25/2023,360810124,26.8
12/26/2023,360810124,43.1
12/27/2023,360810124,33.2
12/28/2023,360810124,13.3
12/29/2023,360810124,22
12/30/2023,360810124,21.6
12/31/2023,360810124,23.4
1/1/2023,360810125,33.2
1/2/2023,360810125,33.1
1/3/2023,360810125,34.5
1/4/2023,360810125,27.1
1/5/2023,360810125,19
1/6/2023,360810125,25.2
1/7/2023,360810125,20.5
1/8/2023,360810125,25.6
1/9/2023,360810125,29.5
1/10/2023,360810125,28.7
1/11/2023,360810125,30.6
1/12/2023,360810125,36.4
1/13/2023,360810125,19
1/14/2023,360810125,9.9
1/15/2023,360810125,11.6
1/16/2023,360810125,23.8
1/18/2023,360810125,33.1
1/19/2023,360810125,26.2
1/20/2023,360810125,28.3
1/21/2023,360810125,17.2
1/22/2023,360810125,20.4
1/23/2023,360810125,25
1/24/2023,360810125,20.4
1/25/2023,360810125,35.1
1/26/2023,360810125,19.2
1/27/2023,360810125,28.9
1/28/2023,360810125,35.6
1/29/2023,360810125,37.8
1/30/2023,360810125,37.6
2/1/2023,360810125,27.8
2/2/2023,360810125,41.5
2/3/2023,360810125,24.6
2/4/2023,360810125,19.8
2/5/2023,360810125,43.4
2/6/2023,360810125,44.8
2/7/2023,360810125,33.9
2/8/2023,360810125,43
2/9/2023,360810125,60.3
2/10/2023,360810125,43.3
2/11/2023,360810125,37
2/12/2023,360810125,40.9
2/13/2023,360810125,25.3
2/14/2023,360810125,36.5
2/16/2023,360810125,57.7
2/17/2023,360810125,35.9
2/18/2023,360810125,27.6
2/19/2023,360810125,41.9
2/20/2023,360810125,54.1
2/21/2023,360810125,37.8
2/22/2023,360810125,40.3
2/23/2023,360810125,30.6
2/24/2023,360810125,29.6
2/25/2023,360810125,37.5
2/26/2023,360810125,44.4
2/27/2023,360810125,43.8
3/1/2023,360810125,46.6
3/2/2023,360810125,52
3/3/2023,360810125,50
3/4/2023,360810125,23.4
3/5/2023,360810125,20.7
3/6/2023,360810125,30.3
3/7/2023,360810125,32.5
3/8/2023,360810125,21.5
3/9/2023,360810125,29.8
3/10/2023,360810125,33.8
3/11/2023,360810125,23.7
3/12/2023,360810125,22
3/13/2023,360810125,41.8
3/14/2023,360810125,21.5
3/15/2023,360810125,18.3
3/16/2023,360810125,56
3/17/2023,360810125,45.2
3/18/2023,360810125,27.2
3/19/2023,360810125,28
3/20/2023,360810125,45
3/21/2023,360810125,50.9
3/22/2023,360810125,54.4
3/23/2023,360810125,39.2
3/24/2023,360810125,46.6
3/25/2023,360810125,21.2
3/26/2023,360810125,46.5
3/27/2023,360810125,60.6
3/28/2023,360810125,37.9
3/30/2023,360810125,51
4/1/2023,360810125,21.5
4/2/2023,360810125,23.6
4/3/2023,360810125,49.3
4/4/2023,360810125,40.1
4/5/2023,360810125,24.9
4/6/2023,360810125,29.3
4/7/2023,360810125,21
4/8/2023,360810125,24.8
4/9/2023,360810125,44.3
4/10/2023,360810125,43.1
4/11/2023,360810125,37.9
4/13/2023,360810125,46.9
4/14/2023,360810125,44.4
4/15/2023,360810125,21.7
4/16/2023,360810125,14.7
4/17/2023,360810125,23.5
4/18/2023,360810125,13
4/19/2023,360810125,31.7
4/20/2023,360810125,27.7
4/21/2023,360810125,39.9
4/22/2023,360810125,15.2
4/23/2023,360810125,19.5
4/24/2023,360810125,31.3
4/25/2023,360810125,37.4
4/26/2023,360810125,38.4
4/27/2023,360810125,24.7
4/28/2023,360810125,28
4/29/2023,360810125,17.2
5/1/2023,360810125,15.3
5/2/2023,360810125,23.1
5/3/2023,360810125,24.8
5/4/2023,360810125,34.7
5/5/2023,360810125,34.2
5/6/2023,360810125,46.4
5/7/2023,360810125,29.1
5/8/2023,360810125,30.2
5/9/2023,360810125,30
5/10/2023,360810125,37.1
5/11/2023,360810125,42.7
5/12/2023,360810125,43.6
5/13/2023,360810125,32.2
5/14/2023,360810125,13.2
5/15/2023,360810125,35.9
5/16/2023,360810125,21.4
5/17/2023,360810125,13.8
5/18/2023,360810125,28.6
5/19/2023,360810125,16.1
5/20/2023,360810125,24.6
5/21/2023,360810125,35.1
5/22/2023,360810125,29.3
5/23/2023,360810125,24.8
5/24/2023,360810125,35.4
5/27/2023,360810125,33.5
5/28/2023,360810125,18.8
5/29/2023,360810125,32
5/30/2023,360810125,21.1
6/1/2023,360810125,32.7
6/2/2023,360810125,49.5
6/3/2023,360810125,29
6/4/2023,360810125,11.5
6/5/2023,360810125,22.6
6/6/2023,360810125,36.5
6/7/2023,360810125,34.6
6/8/2023,360810125,37.7
6/9/2023,360810125,27.1
6/10/2023,360810125,22.4
6/11/2023,360810125,34
6/12/2023,360810125,13.8
6/13/2023,360810125,24.4
6/14/2023,360810125,22.8
6/15/2023,360810125,23.7
6/16/2023,360810125,39.2
6/17/2023,360810125,24.3
6/18/2023,360810125,44
6/19/2023,360810125,33.5
6/20/2023,360810125,21.5
6/21/2023,360810125,17.6
6/22/2023,360810125,20.5
6/23/2023,360810125,14.4
6/24/2023,360810125,31.9
6/25/2023,360810125,37.2
6/26/2023,360810125,26.2
6/27/2023,360810125,29.5
6/28/2023,360810125,43
6/29/2023,360810125,32.2
6/30/2023,360810125,42.7
7/1/2023,360810125,36.5
7/2/2023,360810125,22.4
7/3/2023,360810125,22.7
7/4/2023,360810125,43.2
7/5/2023,360810125,24.3
7/6/2023,360810125,35.6
7/7/2023,360810125,16
7/8/2023,360810125,20.6
7/9/2023,360810125,18.1
7/10/2023,360810125,31.3
7/11/2023,360810125,41.5
7/12/2023,360810125,39.5
7/13/2023,360810125,23.6
7/14/2023,360810125,32.2
7/15/2023,360810125,29.4
7/16/2023,360810125,28.7
7/17/2023,360810125,26.4
7/18/2023,360810125,23.3
7/19/2023,360810125,37.1
7/20/2023,360810125,30.2
7/21/2023,360810125,15.9
7/22/2023,360810125,28.4
7/23/2023,360810125,28.4
7/24/2023,360810125,27.7
7/25/2023,360810125,26.1
7/26/2023,360810125,35.2
7/27/2023,360810125,26.2
7/28/2023,360810125,36.8
7/29/2023,360810125,15.2
7/30/2023,360810125,23.2
8/1/2023,360810125,20.1
8/2/2023,360810125,23.5
8/3/2023,360810125,23.3
8/4/2023,360810125,13.3
8/5/2023,360810125,24.9
8/6/2023,360810125,19.4
8/7/2023,360810125,10.2
8/8/2023,360810125,16.8
8/9/2023,360810125,25.2
8/10/2023,360810125,35.6
8/11/2023,360810125,38.5
8/12/2023,360810125,29.7
8/13/2023,360810125,23.8
8/14/2023,360810125,30.6
8/15/2023,360810125,31.9
8/16/2023,360810125,25.7
8/17/2023,360810125,23.6
8/18/2023,360810125,24.7
8/19/2023,360810125,16.7
8/20/2023,360810125,25.5
8/21/2023,360810125,42.4
8/22/2023,360810125,21.9
8/23/2023,360810125,19.2
8/24/2023,360810125,15.4
8/25/2023,360810125,33
8/26/2023,360810125,36.7
8/27/2023,360810125,22
8/28/2023,360810125,23.5
8/29/2023,360810125,21
8/30/2023,360810125,23.1
9/1/2023,360810125,17.5
9/2/2023,360810125,21.5
9/3/2023,360810125,28
9/4/2023,360810125,44.9
9/5/2023,360810125,43.9
9/6/2023,360810125,69.2
9/7/2023,360810125,48.2
9/8/2023,360810125,37.4
9/9/2023,360810125,20
9/10/2023,360810125,29
9/11/2023,360810125,30.6
9/12/2023,360810125,24.3
9/14/2023,360810125,21.8
9/15/2023,360810125,15.8
9/16/2023,360810125,18.8
9/17/2023,360810125,22.8
9/18/2023,360810125,33.8
9/19/2023,360810125,21.3
9/20/2023,360810125,37.8
9/21/2023,360810125,36.4
9/22/2023,360810125,34.3
9/23/2023,360810125,7.8
9/24/2023,360810125,8
9/25/2023,360810125,15.7
9/26/2023,360810125,22.4
9/27/2023,360810125,31.5
9/28/2023,360810125,19.6
9/29/2023,360810125,16.2
10/1/2023,360810125,26.2
10/2/2023,360810125,36.1
10/3/2023,360810125,49.2
10/4/2023,360810125,50
10/5/2023,360810125,36.3
10/6/2023,360810125,21.9
10/7/2023,360810125,17.7
10/8/2023,360810125,8.7
10/9/2023,360810125,28.4
10/10/2023,360810125,35.8
10/11/2023,360810125,44.2
10/12/2023,360810125,51.2
10/13/2023,360810125,25.1
10/14/2023,360810125,21.2
10/15/2023,360810125,11.8
10/16/2023,360810125,29.1
10/17/2023,360810125,27.1
10/18/2023,360810125,35.1
10/19/2023,360810125,31.3
10/20/2023,360810125,19.2
10/21/2023,360810125,27.8
10/22/2023,360810125,11.3
10/23/2023,360810125,33.3
10/24/2023,360810125,33.2
10/25/2023,360810125,39.5
10/26/2023,360810125,46.9
10/28/2023,360810125,32.1
10/29/2023,360810125,10.4
10/30/2023,360810125,30.8
11/1/2023,360810125,24.8
11/3/2023,360810125,35.8
11/4/2023,360810125,40.3
11/5/2023,360810125,46.7
11/6/2023,360810125,27.5
11/7/2023,360810125,42.2
11/8/2023,360810125,28.2
11/9/2023,360810125,39.6
11/10/2023,360810125,29.4
11/11/2023,360810125,31.7
11/12/2023,360810125,32.2
11/13/2023,360810125,40.6
11/14/2023,360810125,34.8
11/15/2023,360810125,37.9
11/17/2023,360810125,42.2
11/18/2023,360810125,32.7
11/19/2023,360810125,32.8
11/20/2023,360810125,31.6
11/21/2023,360810125,30.5
11/22/2023,360810125,34.2
11/23/2023,360810125,31.2
11/24/2023,360810125,17.9
11/25/2023,360810125,41.7
11/26/2023,360810125,44.1
11/27/2023,360810125,25.9
11/28/2023,360810125,19.6
12/1/2023,360810125,37.6
12/2/2023,360810125,28.2
12/3/2023,360810125,19.7
12/4/2023,360810125,29
12/5/2023,360810125,23.8
12/6/2023,360810125,25.1
12/7/2023,360810125,29
12/8/2023,360810125,51.5
12/9/2023,360810125,39.6
12/10/2023,360810125,39
12/11/2023,360810125,20.8
12/12/2023,360810125,31.7
12/13/2023,360810125,31.3
12/14/2023,360810125,30.6
12/15/2023,360810125,41
12/16/2023,360810125,39.4
12/17/2023,360810125,18
12/18/2023,360810125,12.9
12/19/2023,360810125,19.7
12/20/2023,360810125,33.8
12/21/2023,360810125,27.3
12/22/2023,360810125,48.7
12/23/2023,360810125,41.8
12/24/2023,360810125,38.9
12/25/2023,360810125,23.2
12/26/2023,360810125,40.2
12/27/2023,360810125,29
12/28/2023,360810125,22.1
12/29/2023,360810125,22.4
12/30/2023,360810125,21.3
12/31/2023,360810125,21.2
